Country,Company Name,Department,Cost Center
HQ Dubai,NESR WLL,OFFICE FACILITY     ,C228800003
HQ Dubai,NESR WLL,ADMIN GOVT & SECURIT,C228800004
HQ Dubai,NESR WLL,BUSINESS DEVELOPMENT,C228800005
HQ Dubai,NESR WLL,IT                  ,C228800006
HQ Dubai,NESR WLL,HUMAN RESOURCES     ,C228800007
HQ Dubai,NESR WLL,INTERNS             ,C228800008
HQ Dubai,NESR WLL,MANAGEMENT          ,C228800009
HQ Dubai,NESR WLL,LEGAL               ,C228800010
HQ Dubai,NESR WLL,ELIMINATIONS        ,C229999999
Jordon,NPS Jordan,CEMENTING           ,C251100101
Jordon,NPS Jordan,BITS                ,C253400101
Jordon,NPS Jordan,MUD LOGGING         ,C253410601
Jordon,NPS Jordan,DRILLING FLUIDS     ,C253440101
Jordon,NPS Jordan,MAINTENAN & WORKSHOP,C257700001
Jordon,NPS Jordan,QHSE                ,C257700002
Jordon,NPS Jordan,TRANSPORTATION      ,C257700003
Jordon,NPS Jordan,FACILITY            ,C257700004
Jordon,NPS Jordan,TECHNICAL MANAGEMENT,C257700005
Jordon,NPS Jordan,LAB CTU & CMT       ,C257700006
Jordon,NPS Jordan,WAREHOUSE           ,C257700007
Jordon,NPS Jordan,LOGISTICS           ,C257700008
Jordon,NPS Jordan,SUPPLY CHAIN        ,C258800001
Jordon,NPS Jordan,FINANCE             ,C258800002
Jordon,NPS Jordan,OFFICE FACILITY     ,C258800003
Jordon,NPS Jordan,ADMIN GOVT & SECURIT,C258800004
Jordon,NPS Jordan,BUSINESS DEVELOPMENT,C258800005
Jordon,NPS Jordan,IT                  ,C258800006
Jordon,NPS Jordan,HUMAN RESOURCES     ,C258800007
Jordon,NPS Jordan,INTERNS             ,C258800008
Jordon,NPS Jordan,MANAGEMENT          ,C258800009
Jordon,NPS Jordan,LEGAL               ,C258800010
Jordon,NPS Jordan,JORDAN HQ OVERHEAD  ,C259960001
Jordon,NPS Jordan,ELIMINATIONS        ,C259999999
KSA,National Petroleum Technology Company Limited KSA,CEMENTING           ,C301100101
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD CEMENTING  ,C301109901
KSA,National Petroleum Technology Company Limited KSA,COILED TUBING       ,C301110101
KSA,National Petroleum Technology Company Limited KSA,COILED TUBING UNCONV,C301110301
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD CTU        ,C301119901
KSA,National Petroleum Technology Company Limited KSA,FILTRATION          ,C301120101
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD FILTRATION ,C301129901
KSA,National Petroleum Technology Company Limited KSA,HYDRAULIC FRACTURING,C301130101
KSA,National Petroleum Technology Company Limited KSA,HYDRAULIC FRAC UNCON,C301130301
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD FRAC       ,C301139901
KSA,National Petroleum Technology Company Limited KSA,PIPELINES           ,C301140101
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD PIS        ,C301149901
KSA,National Petroleum Technology Company Limited KSA,NITROGEN            ,C301150101
KSA,National Petroleum Technology Company Limited KSA,STIMULATION         ,C301170101
KSA,National Petroleum Technology Company Limited KSA,STIMULATION UNCONVEN,C301170301
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD STIM       ,C301179901
KSA,National Petroleum Technology Company Limited KSA,SURFACE TESTING     ,C302300101
KSA,National Petroleum Technology Company Limited KSA,MP FLOW METER       ,C302300201
KSA,National Petroleum Technology Company Limited KSA,WELL TESTING UNCONVE,C302300301
KSA,National Petroleum Technology Company Limited KSA,WELL TEST-LSTK SITES,C302300401
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD WTS        ,C302309901
KSA,National Petroleum Technology Company Limited KSA,WL LOG - OPEN HOLE  ,C302310101
KSA,National Petroleum Technology Company Limited KSA,WL LOG-CASED HOLE   ,C302310201
KSA,National Petroleum Technology Company Limited KSA,WL LOG UNCONVENTION ,C302310301
